"District Name in Englsih","Akshaya /CSC Name","Akshaya/CSC Name & Address"
Eranakulam,"Adampallikkavu Temple","Adampallikkavu Temple - akshaya centre, adampilly kavu, thrippunihura"
Eranakulam,"AdampilliKKavu temple Blockled Centre","Adampillikkavu Temple Blockled Centre - akshaya center near adampillykkavu"
Eranakulam,Adivadu,"Adivadu - putheth bldg."
Eranakulam,"Aimury kavala","Aimury Kavala - akshaya centre e k 356, aimurikavala, koovappady"
Eranakulam,"Akshaya Ernakulam","Akshaya Ernakulam"
Eranakulam,"Allapra Blocked Centre","Allapra Blocked Centre - thuruthikudyh allapra po perumbavoor ernakulam"
Eranakulam,"Allapra Kavala","Allapra Kavala - akshaya centre, menacheri archade, 1st floor,allapra pin683556"
Eranakulam,"Allnchuvadu junction","Allnchuvadu Junction - 41/577 pethattil building near run 4 u supermarket vennala.p.o alinchuvadu kochi-682028"
Eranakulam,"Ambalapady panchayath shopping complex","Ambalapady Panchayath Shopping Complex - valakom panchayath jnmekkadampu p.opin"
Eranakulam,Ambattukavu,"Ambattukavu - aiswarya computersaruns bldg"
Eranakulam,"Anchalpetty Jn","Anchalpetty Jn - akshaya e centre ek 487 anchalpetty jn, enanalloor p o, muvattupuzha 686673"
Eranakulam,"Anganavadi Mathirappilly","Anganavadi Mathirappilly - akshaya centre mathirappilly kothamangalam.p.o ernakulam dist. pin"
Eranakulam,"Anganavadi Puthupady","Anganavadi Puthupady - anganavadi puthuppadi , edakkattukudi bldg., putuppadi - 686 673"
Eranakulam,"Anganavadi Thankalam","Anganavadi Thankalam - thankalam lakeview tower college road kothamangalam"
Eranakulam,Anikkad,"Anikkad - akshaya centre. anikkad avoly"
Eranakulam,"Aniyil Market","Aniyil Market - endomthuruthil (h)ellathupady edavanakkad p.o"
Eranakulam,"Arackapady kavala","Arackapady Kavala - arackappady kavalavennala p.opin - 683554"
Eranakulam,Arakkunnam,"Arakkunnam - akshaya centre arakkunnam junction"
Eranakulam,Arayankavu,"Arayankavu - arayankavu kulayettikkara.p.o. ernakulam - 682315"
Eranakulam,Ashupathripady,"Ashupathripady - hospital junction ramangalam (p.o.) rammangalam ernakulam dist kerala -686 663"
Eranakulam,Attupuram,"Attupuram - akshaya e-centre ist floor vithayathil building ayroor p.o. aluva pin-683579"
Eranakulam,"Ayavana junction","Ayavana Junction - akshaya e-centres.h. libraryayavana jn.ayavana p.o."
Eranakulam,"Bank junction","Bank Junction - mahatma city tower building bank jn. aluva-683101"
Eranakulam,"Bappuji Memmorial vayanasala","Bappuji Memmorial Vayanasala - bappuji memmorail vayanasala maa's computer centre mundanchery bldg opp. btm college konnammavu-683518"
Eranakulam,"BELBO junction","Belbo Junction - attipetty house south puthuvypu p.o. vypeen - pin:682508"
Eranakulam,"BVS LPS Pallathamkulangara","Bvs Lps Pallathamkulangara - akshaya e-centre opp. st. vincent de-paul hospital kuzhupilly ayyampilly p.o ernakulam-682501"
Eranakulam,"B V Temple","B V Temple - akshaya center nayarambalam"
Eranakulam,Chakkaraparambu,"Chakkaraparambu - palikodath(h) peechanikadu(n) puliyanam. p.o. angamaly"
Eranakulam,Chandrapura,"Chandrapura - cheriyavayalioarambil pynadath house angamaly"
Eranakulam,"Chelamattom jn.","Chelamattom Jn. - akshaya ecentrechelamattom jn."
Eranakulam,"Chembakassery junction","Chembakassery Junction - akshaya centre, chembakasserry jn, aluva p o, ernakulam - 683101"
Eranakulam,Chemparakky,"Chemparakky - chembaracky complexchembarackys. vazhakulamaluva - 683105"
Eranakulam,Chengamanad,"Chengamanad - akshaya e centre kuzhikandathil bldg chengamanad jn chengamanad p.o"
Eranakulam,"Chennamangalam Jn.","Chennamangalam Jn. - akshaya centre ek 533, ezhavasamajam shopping complex, chennamangalam jn, n paravur -683513"
Eranakulam,"Cheranallore Kacheripady junction","Cheranallore Kacheripady Junction - akshaya centre vii/388b kacheripady junction cheranelloor p o kochi-34"
Eranakulam,Cheranganal,"Cheranganal - akshyacenter kallungal buildings cheranganal jnkottappady p o kothamangalam pin686692"
Eranakulam,Cherukunnam,"Cherukunnam - akshaya centre, cherukunnam, attupuram building, asamanoor p o, 683549"
Eranakulam,Cheruvattor,"Cheruvattor - cyber computer centrecheruvattoorhigh school jn"
Eranakulam,"Chettibhagam Panchayath junction","Chettibhagam Panchayath Junction - chandrasekhara bldg"
Eranakulam,"Chittoor temple junction","Chittoor Temple Junction - edayakkunnam (temple jn)s. chittoor p.ocochin - 682 027"
Eranakulam,Choondakuzhipally,"Choondakuzhipally - akshya centre, chundakkuzhippilly, chundakkuzhy p o, 683 546"
Eranakulam,"Choondy Jn","Choondy Jn - akshaya centre chathan kuzhiyil bidg vadaymbady p.o pin 682308"
Eranakulam,"Chully Jn.","Chully Jn. - akshaya centre, chully jn, chully p o - 683581"
Eranakulam,"Coir co-op society siva temple road","Coir Co-Op Society Siva Temple Road - it boot campkuzhupillyayyampilly p.oekm"
Eranakulam,"Community Hall","Community Hall - roya infotechkonattu buildingnear post officepampakuda - 686667"
Eranakulam,Compmpanypady,"Compmpanypady - akshaya center near central juma masjid oodakkaly ashamannoor"
Eranakulam,"Convent Junction","Convent Junction - sayanas digital village(sics computer centre) illikkal junction kumbalangi kochi - 682007"
Eranakulam,"Cutting junction","Cutting Junction - akshaya e-centre ayyampuzha p.o ayyampuzha"
Eranakulam,Devasamnada,"Devasamnada - korasserril(h)cherai.p.opin-683514"
Eranakulam,"East Kdungallur near NSS Hall","East Kdungallur Near Nss Hall - east kadumgalloor n.s.s. building pin -683102"
Eranakulam,"East Marady","East Marady - akshaya centre, east marady, 686673,"
Eranakulam,Edakkattuvayal,"Edakkattuvayal - akshaya centre edakkattuvayal"
Eranakulam,"Edappally HS junction","Edappally Hs Junction - akshaya e centre ek 552, kattiparambil bldg, anchumana road, mamangalam"
Eranakulam,"Edappally HS junction Blocked Centre","Edappally Hs Junction Blocked Centre - soumya netcafe b k.b.plaza changampuzha park road edappallykochi"
Eranakulam,Edayarpallippady,"Edayarpallippady - akshaya centre, edayar pallippady, koothattukulam - 686662"
Eranakulam,Elamakkara,"Elamakkara - akshaya e centre ekm 284, elamakkara, play ground building, 33/1473a, elamakkara, pin-682026, ernakulam"
Eranakulam,Elanthikara,"Elanthikara - cyberspace sndp building elanthikkara.p.o."
Eranakulam,"Elavoor junction","Elavoor Junction - panthaplackal(h) pulliyanam.p.o peechanisadu angamaly-683572"
Eranakulam,"Eloor North","Eloor North - akshaya centre, eloor north, near pattupurakkal temple, methanam road, eloor, udyogamandal p o - 68350"
Eranakulam,"Eloor Puthiyaroad, Kuttikkattukara","Eloor Puthiyaroad, Kuttikkattukara - akshaya e centre ekm278, 15/308, eloor puthiyaroad, kuttikkattukara p o, pin-683501, ernakulam"
Eranakulam,Ezhakkaranad,"Ezhakkaranad - akshaya e-centre ezhakkaranadu ezhakkaranadu p.o puthencruz via ernakulam dist pin-682308"
Eranakulam,"Gadhi Nagar","Gadhi Nagar - akshaya center gandhinagar"
Eranakulam,"Girls High School","Girls High School - akshaya centre, xx/966(f), oppo. mini civil station, near govt.girls hss, thrippunithura, ernakulam - 682301"
Eranakulam,"Glass factory colony","Glass Factory Colony - akshaya e-centre near st.pious churchpremier junction kalamassery -683104"
Eranakulam,"GNLPS Elankunnapuzha","Gnlps Elankunnapuzha - akshaya e-centrevalappu jn malippuram p.o vypeen ernakulam"
Eranakulam,"Gonduparambu junction","Gonduparambu Junction - gunduparambu wincentre chellanam p.o. cochin-682 008"
Eranakulam,Gothuruthu,"Gothuruthu - akshaya centre gothuruthu chennamangalam"
Eranakulam,"HDPY English medium school Andipillikkavu","Hdpy English Medium School Andipillikkavu - thuruthipuram moothakunnam p.o pin - 683516"
Eranakulam,"HMY HSS Kottuvallikad","Hmy Hss Kottuvallikad - opp. hmyhss kottuvallikkad moothakunnam p.o north paravur"
Eranakulam,"Hospital junction","Hospital Junction - akshaya centre, xx/833, manjooran bldg, hospital junction, aluva"
Eranakulam,Kacheripady,"Kacheripady - kacheripadypallipurampin - 683515"
Eranakulam,"Kadavanthra junction","Kadavanthra Junction - shop no.30, basement floor, dd vyabhavar bhavan complex, kadavanthra jn, ernakulam pin - 682020"
Eranakulam,Kadavoor,"Kadavoor - akshaya ecentre kadavoor paingottoor pin"
Eranakulam,"Kaitharam saksharatha","Kaitharam Saksharatha - akshaya e-centre & kc computer centre madavanakkat building kaitharam.p.o. n.paravor pin:683519"
Eranakulam,"Kakkanad Civil station","Kakkanad Civil Station - akshaya centre private bus stand building kakkanadp.o nr seaport airport road"
Eranakulam,Kakkoor,"Kakkoor - akshaya centreconvent jn.near govt. high schoolthirumarady"
Eranakulam,"Kalady Town","Kalady Town - akshaya centre ek 340, thupathy complex, kalady 687534"
Eranakulam,"Kallupalam Jn.","Kallupalam Jn. - akshaya e centre, vee pee bee chamber kallupalam nagar rd, opp.kseb angamaly -683572"
Eranakulam,"Kaloor jn.","Kaloor Jn. - kudumbashree technoworld tunit bus stand building kaloor"
Eranakulam,"Kaloor Panchayth Public Library","Kaloor Panchayth Public Library - akshaya centre , room no.iv,/355, kalloorkad farmers co operative bank building, kaloor, kalloorkad"
Eranakulam,"Kanayannur vayanasal Eruvely","Kanayannur Vayanasal Eruvely - akshaya centre ek near st thomas chappel eruveli eruveli po chottanikkara"
Eranakulam,Kangarapady,"Kangarapady - kangarapady vadacode p.o. pin- 682 021"
Eranakulam,"Kanjirakkad jn.","Kanjirakkad Jn. - akshaya e-kendra oushadi junction near sasthas temple m c road perumbavoor-683542"
Eranakulam,"Kanjirakkad L P School","Kanjirakkad L P School - akshaya e centre ek 526,radha bhavan, kaduval, perumbavoor ernakulam - 682301"
Eranakulam,"Kannamaly junction","Kannamaly Junction - kandakkadavu andikkadavu p.o. cochin - 682008"
Eranakulam,"Kannankulangara Jn","Kannankulangara Jn - mother teresa institute of science and technology behind municipal town hall north paravur"
Eranakulam,Kappalandimukku,"Kappalandimukku - kappalandimukku marakadavu mattancherry"
Eranakulam,Karakkatukkunnu,"Karakkatukkunnu - usha murali m.s ushus sahakarana nagar athani p.o. pin-683 585 ernakulam district kerala 2475116"
Eranakulam,KARAKKIMURI,"Karakkimuri - akshaya e centre ekm283, mjk rathnalayam, shop no.39/842, karikkamuri chittoor road, pin-682011, ernakulam"
Eranakulam,Karingachira,"Karingachira - akshaya centre ek 407 , karingachira, neduveliparambil, hilpalace road, irimpanam p o - 682309"
Eranakulam,Karumaloor,"Karumaloor - akshaya centre ek 313, karumaloor, karumaloor p o"
Eranakulam,Kavunkara,"Kavunkara - akshaya centre kavunkara aryankala bazar muvattupuzha municipality."
Eranakulam,"Keezhmad panchayath","Keezhmad Panchayath - akshaya centre panchayath junction keezhmad"
Eranakulam,"Kinar junction","Kinar Junction - akshaya centre panchayath junction sreemoolanagaram"
Eranakulam,Kizhakkekara,"Kizhakkekara - akshaya centre ek - 477, chooramplakkal bldg, ist floor- moovattupuzha"
Eranakulam,"Kizhakkepram Jn.","Kizhakkepram Jn. - akshaya e-centre 1st floor sri padmam arcade peruvaram jn north paravur."
Eranakulam,"KizhakkumbhagamSCB junction","Kizhakkumbhagamscb Junction - parakkattu house sreemoolanagaram p.o. pin-683580"
Eranakulam,"K.M. U.P School","K.M. U.P School - k m u p schoollabour cornereroor northtripunithura"
Eranakulam,Kolencherry,"Kolencherry - akshaya centre ,opposite block panchayat office, kolencherry 682311"
Eranakulam,Kombanad,"Kombanad - akshaya centre, kombanad p o, vengoor , ernakulam dist - 683546"
Eranakulam,Kongorpilly,"Kongorpilly - east veliyathunadu"
Eranakulam,Koonamthai,"Koonamthai - akshaya center koonamthai"
Eranakulam,"Koothattukulam town","Koothattukulam Town - akshaya center koothattukulam town"
Eranakulam,Koovallur,"Koovallur - akshay e-centre koovalloor, koovalloor p o pallarimangalam -686 671"
Eranakulam,"Kothad YMA junction","Kothad Yma Junction - yong mens association, yma jn, kothad, s chittur p o, , kochi, 682027"
Eranakulam,"Kottayathupara junction","Kottayathupara Junction - thuruthiyil h kureekadu p.o thiruvamkulam via ernakulam"
Eranakulam,Kottupuram,"Kottupuram - u c college p.o"
Eranakulam,"Kozhiplly Junction","Kozhiplly Junction - vithayathil bldg, kozhippilly jn, kothamangalam - 686691"
Eranakulam,"Kudumbasree CDS Office Thuravoor","Kudumbasree Cds Office Thuravoor - no address"
Eranakulam,Kumarapuam,"Kumarapuam - akshaya e-centre kumarapuram kumarapuram p.o. pallikkara. pin-683565"
Eranakulam,"Kumbalam grameena vayanasala","Kumbalam Grameena Vayanasala - akshaya centre, near grameena vayanasala, kumbalam 682506"
Eranakulam,Kunnatheri,"Kunnatheri - akshaya centre ek 366, thaikkattukara p o, kunnatheri jn, aluva 683 106"
Eranakulam,Kunnubhagam,"Kunnubhagam - akshaya ekm208(ek 506), opposit mini civil station, manjapra road, angamaly p o - 683572"
Eranakulam,"Kunnumpuram junction","Kunnumpuram Junction - akkapilly house 10/953 vely fort cochin - 682001"
Eranakulam,"Kuruppampady junction","Kuruppampady Junction - akshaya e-centretharangini buildinga.m. roadkuruppampady p.opin - 683545"
Eranakulam,"Kuthukuzhy Vayanasal","Kuthukuzhy Vayanasal - akshaya e-centre room no.121 ward no.xii kuthukuzhi.p.o vayanasalapady kothamangalam - 686691"
Eranakulam,Kuttamassery,"Kuttamassery - akshaya centre, kuttamassery, noyal complex, thottumugam p o, 683105"
Eranakulam,"Kuttamassery Blocked Centre","Kuttamassery Blocked Centre - vadakanethil chalakkal marampilly.p.o. alwaye"
Eranakulam,Kuttampuzha,"Kuttampuzha - akshaya centre kuttampuzha p.o kuttampuzha"
Eranakulam,"Kuzhikad Junction","Kuzhikad Junction - mechirappattu building opp.fact main gate ambalamedu.p.o. pin - 682303"
Eranakulam,"Lourdhe Hospital","Lourdhe Hospital - akshaya e centre ek 559, carmel shopping complex, chathiath road, pachalam p o – 682012"
Eranakulam,Madakkathanam,"Madakkathanam - akshaya centre, room no.25, koonthanathu bldg., madakkathanam post - 686670"
Eranakulam,Malayappilly,"Malayappilly - akshaya e-centre malayappilly edathala"
Eranakulam,Malayattoor,"Malayattoor - akshaya e-centre (342) madhurima jn.malayattoor p.o.kalady viaernakulam dist."
Eranakulam,Malipara,"Malipara - akshaya ecentre ekm281, paranayil buidling, 3, malipara p o, pin-686681, eranakulam"
Eranakulam,Manakkapady,"Manakkapady - akshaya centre opp. village office karumalloor thattampady pin-683511"
Eranakulam,"Manakkapady- CHOORNIKKARA","Manakkapady- Choornikkara - akshaya centre, manakkapady, asokapuram, aluva - 683101"
Eranakulam,Maneed,"Maneed - maneed panchayath complex maneed p.o piravom-686664"
Eranakulam,Manickamangalam,"Manickamangalam - akshaya centreground floorvyapara bhavan buildingmanikkamangalam"
Eranakulam,Manjanakad,"Manjanakad - akshaya centre ,manjanakkad 682505"
Eranakulam,"Manjikkad junction","Manjikkad Junction - akshaya centre ek 329, manjikkad, sehiyon junction, mookkannoor p o, 683577"
Eranakulam,"Manjummel junction","Manjummel Junction - pin-683102"
Eranakulam,Mannathor,"Mannathor - sreevil putehnpurayil manathuoor .p.o"
Eranakulam,"Maradu Junction","Maradu Junction - sunu plaza nd floor s maradu"
Eranakulam,Marampilly,"Marampilly - kammadikkal house south vazhakkulam p.o aluva 683105"
Eranakulam,"Mazhuvannur Panchayath Jn","Mazhuvannur Panchayath Jn - akshaya e centre,manayath building, panchayath jn, irapuram, mazhuvannoor p.o - 686689"
Eranakulam,"Mini Civil Station, Vazhappillty","Mini Civil Station, Vazhappillty - akshaya centre, mini civil station , vazhappilly, mudavoor p o, muvattupuzha 686669"
Eranakulam,"Mookkannur Junction","Mookkannur Junction - mookkannoor jn. near panchayath office pin"
Eranakulam,"Moozhikulam junction","Moozhikulam Junction - akshaya centre moozhikkulamkurumassy p.oekm- 6835"
Eranakulam,"M S Junction Pallilankara","M S Junction Pallilankara - akshaya e centre , kalarikkal building, rockwell road, pallilamkara, kalamasserry, h mt colony p o 683503"
Eranakulam,Mudickal-Vanchinad,"Mudickal-Vanchinad - akshaya e-centre, mea building, vanchinadu junction, mudickal p o, perumbavoor - 683547"
Eranakulam,"Municipal Office","Municipal Office - madonna softechnadeppily shopping complexnear statue jntripunithuraph:"
Eranakulam,"Municipal Office Kothamangalam","Municipal Office Kothamangalam - akshaya centre , municipal office, kothamangalam, kothamangalam p o 686691"
Eranakulam,"Municipal Office Thrippunithrua","Municipal Office Thrippunithrua - akshaya e-centre, near kottavathil resurant, statue jn, thrippunithura 682301"
Eranakulam,"Muppathadam Junction","Muppathadam Junction - muppathadam m.t.h. building muppathadam jn aluva-683110"
Eranakulam,Muthamkuzhy,"Muthamkuzhy - akshaya centre , pindiamana gp office, muthamkuzhi, pindimana -686692"
Eranakulam,Mutholapuram,"Mutholapuram - akshaya centre , mutholapuram p o, elanji, ernakulam dist - 686662"
Eranakulam,"Muttar Jn.","Muttar Jn. - akshaya centre,muttar jn 682 024"
Eranakulam,Muttathumukal,"Muttathumukal - akshaya centre ek 345, methala p o, vadamattom, muttathumukal 683545"
Eranakulam,Nagamchery,"Nagamchery - akshaya kendram , nagamcherry, panipra p o, 686692"
Eranakulam,"Nayathode Hs Jn.","Nayathode Hs Jn. - w/o m. p. rajan moolan house nayathode p.o angamaly ernakulam (dist.)"
Eranakulam,"Nayathode Junction","Nayathode Junction - akshaya centre ekm204, thottankara tower vengoor, angamaly.p.o, pin:683572"
Eranakulam,"Near Panchayath office payipra","Near Panchayath Office Payipra - near panchayath office payipra"
Eranakulam,Nedungapra,"Nedungapra - akshaya centre ekm052nedungapra p o 683545"
Eranakulam,"Nedungapra Blocked Centre","Nedungapra Blocked Centre - akshaya ecentre nedungapra pandimattom building nedungapra p o"
Eranakulam,"Neeleswaram east junction","Neeleswaram East Junction - akshaya centre ek mattham parambil bldg opp. malayattoor neeleswaram panchayath neeleswaram p.o pin"
Eranakulam,Neerikkode,"Neerikkode - akshaya e centre ekm 289, neericode, 3/560-h, st.sebastian shopping complex , neericode, pin-683511, eranakulam"
Eranakulam,"Nehru Park","Nehru Park - computer solutionsn.s.s jnvelloorkunnammuvattupuzha- 686673"
Eranakulam,"Nellad junction","Nellad Junction - emmanuel computer educationnellad p.onelladekm"
Eranakulam,"Nellikuzhy junction","Nellikuzhy Junction - media parka m roadnellikuzhikothamangalam"
Eranakulam,Nellimattom,"Nellimattom - akshaya centre, near kavalangad grama panchayath, nellimattom"
Eranakulam,Neryamangalam,"Neryamangalam - kunnathu peedika"
Eranakulam,"Nettore INTUC Junction","Nettore Intuc Junction - akshaya centre intuc jnnettoorernakulam"
Eranakulam,"Njanodayam temple","Njanodayam Temple - deans infotechnr. st. marys churchnorth edakochi p.okochi"
Eranakulam,Nochima,"Nochima - akshaya e-centre ist floor edavana building nochima n.a.d. p.o pin-683563"
Eranakulam,"Onakkur bridge","Onakkur Bridge - nediyanikuzhiyilh onakkoor p.o. pampakuda. pin"
Eranakulam,Ooramanasivali,"Ooramanasivali - akshaya centre, thottappilly bldg, ooramana sivali jn, ramamangalam - 686730"
Eranakulam,Paimattom,"Paimattom - akshaya centre, paimattom, pareekkanny p o, pallarimangalam, ,"
Eranakulam,Paingottoor,"Paingottoor - akshaya centre paingottur"
Eranakulam,"Palachuvadu junction","Palachuvadu Junction - akshaya center periyapuram bapist catholic church irappankuzhy jn. thondiyam parambil building"
Eranakulam,Palakuzha,"Palakuzha - akshaya centre opp. village office central jn palakkuzha"
Eranakulam,Paliyamnada,"Paliyamnada - santhamandiram chendamangalam pin - 683 512 ernakulam"
Eranakulam,"Pallithazham Jn.","Pallithazham Jn. - akshaya centre ek 529 room no.620a (1), near christuraj complex, old muvattupuzha road, pallithazham, perumbavoor- 685542"
Eranakulam,"Palluruthy veli junction","Palluruthy Veli Junction - akshaya e kendramno.ek essems infosysvipins arcadepalluruthy velicochin ."
Eranakulam,"Palyathuruth Palppu Nagar","Palyathuruth Palppu Nagar - akshaya centre ekm275, paliyathuruth, palppu nagar, vadakkekkara p o 683522"
Eranakulam,Panayikkulam,"Panayikkulam - akshaya centre ekm 290, panayikkulam, panayikulam jn, kongorpilly b o, alangad p o, pin- 683511, eranakulam"
Eranakulam,"Panchayath junction","Panchayath Junction - akshaya @ centre kunnukara panchayath jn. kunnukara p.o. pin-683524"
Eranakulam,"Panchayath Junction Arakkuzha","Panchayath Junction Arakkuzha - akshaya centre santhu stores arakkuzha p o"
Eranakulam,"Panchayath Junction Kumbalangi","Panchayath Junction Kumbalangi - akshaya centre kumbalangi panchayath office jn kumbalangi"
Eranakulam,"Panchayath Junction Mutholapuram","Panchayath Junction Mutholapuram - ashalayam house mutholapuram p.o. ernakulam"
Eranakulam,"Panchayath office","Panchayath Office - akshaya e-centre"
Eranakulam,"Panchayath office area","Panchayath Office Area - near panchayath office chittaukara"
Eranakulam,"Panchayath office junction","Panchayath Office Junction - akshaya centre, maray panchayath office , marady 686667"
Eranakulam,"Panchayath office junction Knajoor","Panchayath Office Junction Knajoor - hi tech it academykanjoor junctionernakulam- 683575"
Eranakulam,"Panchayath Office Mudakkuzha","Panchayath Office Mudakkuzha - akshaya centre ix/362-a, keecheri bldg, mudakkuzha"
Eranakulam,"Panchayath office thiruvaniyoor","Panchayath Office Thiruvaniyoor - akshaya centrethiruvaniyoor p.othiruvaniyoor"
Eranakulam,"Panchayth shopping complex valakom junction","Panchayth Shopping Complex Valakom Junction - akshaya centre, near st thomas church, valakom"
Eranakulam,"Panch. Samskarka Nilayam Vattakunnu","Panch. Samskarka Nilayam Vattakunnu - akshaya centre, vattukkunnu samskarika nilayam, mulanthuruthy p.o, pin - 682314"
Eranakulam,"Parappuram Jn.","Parappuram Jn. - thekkekudy house rayonpuram p.o. vallam perumbavoor. pin-683542"
Eranakulam,"Pathalam junction","Pathalam Junction - faizel buidling pathalam junction eloor-683504"
Eranakulam,Pattal,"Pattal - akshaya e centre pattal pmc xvii karuttupally muslim jama ath mile iringole p o perumbavoor"
Eranakulam,Pattimattom,"Pattimattom - mudavanthiyil house"
Eranakulam,"Pavankulangara Jn","Pavankulangara Jn - akshaya e centre ek 544, a-15, muncipal shopping complex, choorakkad , thekkumbhagom, thrippunithura p o, ernakulam - 682301"
Eranakulam,Payyakunnu,"Payyakunnu - thekkanath (h)thuruthkarakizhakkaambalam popin-683562"
Eranakulam,Pazhathottam,"Pazhathottam - b chalakkattukudy building near govt. hss pazhamthottam"
Eranakulam,"Pazhoor LPS","Pazhoor Lps - akshaya centre, pazhoor l p s, piravom"
Eranakulam,"Peringala Jn","Peringala Jn - akshaya ecentre , ekm 288 peringala, aiwa towers, 12/267ap, peringala p o, pin-683565, eranakulam"
Eranakulam,"Perumattom junction","Perumattom Junction - akshaya centre perumattom junction"
Eranakulam,"Perumbadanna Jn","Perumbadanna Jn - akshaya centre ek - 536, mudakappadath house, north paravoor p o - 683513"
Eranakulam,"Pipeline Junction","Pipeline Junction - akshaya centre, 5/174-bkalappurakkal bldg.,pipeline jn. thrikkakara post,ekm, cochin682021"
Eranakulam,"Piravom kochupally","Piravom Kochupally - iind unichar memorial buildingpallikavalapiravom - 686 664"
Eranakulam,"Ponjassery kavala (Thandekkad)","Ponjassery Kavala (Thandekkad) - akshaya centre, infotech computer, thandekkad, ernakulam"
Eranakulam,"Ponnarimangalam junction","Ponnarimangalam Junction - akshaya centre, capnest ponnarimangalam 682504"
Eranakulam,"Poothrika panchayath office","Poothrika Panchayath Office - molayil (h)kolenchery"
Eranakulam,"Post Office Jn.","Post Office Jn. - p.o junction muvattpuzha muvattupuzha p.o"
Eranakulam,Pothanikadu,"Pothanikadu - s.n.computer training centre"
Eranakulam,"Pottayil Junction Eroor","Pottayil Junction Eroor - akshaya e centre 540, pottayil j., eroor, thrippunithura - 682306"
Eranakulam,"Power house junction","Power House Junction - akshaya centre 14/224nr. power housealuva 683101"
Eranakulam,"P.P Road Bhandarakavala","P.P Road Bhandarakavala - akshaya cente ek 363, bhandarakavala, chalakkulam muslim p.p.road, vengola p o, 683556"
Eranakulam,"Public library and reading room Kamoth","Public Library And Reading Room Kamoth - akshaya e-centre supersoft institute of i.t.7/235 d divin bakery bldg. madavana panangad p.o. cochin-682506"""""
Eranakulam,"Pulinchuvad junction","Pulinchuvad Junction - pulichodekadayiruppu p.okadayiruppu - 682311"
Eranakulam,"Puliyanam junction","Puliyanam Junction - suvidhya computersst. sebastian churchkunnappilliserypuliyananam p.oangamaly"
Eranakulam,Pullinthanam,"Pullinthanam - akshaya centre, kareem building, pulinthanam p o, pothanikkad, kothamangalam -686671"
Eranakulam,"Pullinthanam Blocked Centre","Pullinthanam Blocked Centre - akshaya centre ek pulithanam muvattupuzha"
Eranakulam,"Pulluvazhy junction","Pulluvazhy Junction - st. thomas church building, pulluvazhy p.o, pulluvazhy"
Eranakulam,Punnekkad,"Punnekkad - akshaya centre ek 440 punnekkad public library bldg., , punnekkad - 686681"
Eranakulam,Puthencruz,"Puthencruz - akshaya e centre, viii/271, karuthedathu building, puthencruz - 682310"
Eranakulam,"Puthenpally Shappumpady Junction","Puthenpally Shappumpady Junction - bhaveli building, above union bank, puthenpally, varappuzha p o, ernakulam - 683517"
Eranakulam,Puthenvelikara,"Puthenvelikara - akshaya centre ek 467, puthenvelikkara, opposit panchayat office, variya parambil bldg."
Eranakulam,"Pyary junction","Pyary Junction - akshaya ecenter parry junction thoppumpady cochin"
Eranakulam,"Rationkada kavala","Rationkada Kavala - rationkada kavalaokkal p.othannipuzha - 683 550"
Eranakulam,Rayonpuram,"Rayonpuram - akshaya centre ek 531, vallam jn, perumbavoor p.o"
Eranakulam,"Rayonpuram Jn.","Rayonpuram Jn. - pmc/33 rayonpuram p o rayonpuram perumbavoor ernakulam dist pin-683543"
Eranakulam,"Royal college, Manjapra","Royal College, Manjapra - akshaya e centre , royal college manjapra - 683581"
Eranakulam,"Saksharatha Kendram Pallaithazham","Saksharatha Kendram Pallaithazham - akshaya centre ek 412 ,saksharatha kendram pallaithazham, amballoor p.o - 682315"
Eranakulam,Sanjoepuram,"Sanjoepuram - 426, a near post office, kudungasserry, nayarambalam p o 682509"
Eranakulam,"Seenath junction","Seenath Junction - akshaya centre ek 495, seenath jn, opp: seenath theatre , aluva-1"
Eranakulam,"Shopping complex Kallorkad","Shopping Complex Kallorkad - union buildings near sbt kalloorkad.p.o. pin"
Eranakulam,"SKVA school","Skva School - akshaya centre near njarakal panchayath office"
Eranakulam,"S N Library Thathappilly","S N Library Thathappilly - ashok nivas, mannam p o -682520 north paravoor"
Eranakulam,"South kalamassery","South Kalamassery - near municpal office junction kalamassery"
Eranakulam,"South Mazhuvannur","South Mazhuvannur - nandanam' kochuveettil(h) s.mazhuvannoor p.o. madavoor(via) pin-686669ernakulam district"
Eranakulam,"south Paravoor","South Paravoor - akshaya centre puthenkavu south paravur udayamperoor pin-682307"
Eranakulam,"SP Sabha School","Sp Sabha School - akshaya centre ek386,sp sabha school,edavanakkad p.o"
Eranakulam,"St.Antny's church junction","St.Antny'S Church Junction - theackanath pulickalan (h) paduvapuram p.o. edakkunnu"
Eranakulam,"St. Francis LPS","St. Francis Lps - sini vihar udayamperoor p.o. pin-682305"
Eranakulam,Thaiveippu,"Thaiveippu - akshaya e-centre ek 305, sndp bldg, thaiveppu,ezhikkara, ernakulam"
Eranakulam,"Thannipadam area","Thannipadam Area - thirunilathu bldg, thannipadam, mannamp o 683520"
Eranakulam,Thengode,"Thengode - akshaya centre, 8/46e, navodaya jn, thengod p o, kakkanad cochin -682030"
Eranakulam,"Thevakkal Kuzhuvelippadi","Thevakkal Kuzhuvelippadi - akshaya centre karthiyamkottil bldg.kuzhuvelippadi,edathala p o pin683561"
Eranakulam,"Thevara junction","Thevara Junction - akshaya centre oppositr lourdhe churchperumanur p.okochi-15"
