ac_year,age,state_cd,state_name,district_cd,district_name,class_1_boys,class_2_boys,class_3_boys,class_4_boys,class_5_boys,class_6_boys,class_7_boys,class_8_boys,class_9_boys,class_10_boys,class_11_boys,class_12_boys,class_1_girls,class_2_girls,class_3_girls,class_4_girls,class_5_girls,class_6_girls,class_7_girls,class_8_girls,class_9_girls,class_10_girls,class_11_girls,class_12_girls
2012-13,4,9,"Uttar Pradesh",946,BARABANKI,304,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",947,FAIZABAD,1479,0,0,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",948,"AMBEDKAR NAGAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",949,SULTANPUR,603,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",950,BAHRAICH,730,0,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",951,SHRAWASTI,52,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",952,BALRAMPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",953,GONDA,2003,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",954,SIDDHARTHNAGAR,1054,0,0,0,0,0,0,0,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",955,BASTI,135,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",956,"SANT KABIR NAGAR",347,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",957,MAHARAJGANJ,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",958,GORAKHPUR,553,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",959,KUSHINAGAR,2532,0,0,0,0,0,0,0,0,0,0,0,2182,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",960,DEORIA,2209,0,0,0,0,0,0,0,0,0,0,0,1971,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",961,AZAMGARH,1417,0,0,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",962,MAU,26,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",963,BALLIA,2684,0,0,0,0,0,0,0,0,0,0,0,2749,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",964,JAUNPUR,525,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",965,GHAZIPUR,790,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",966,CHANDAULI,179,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",967,VARANASI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",968,"SAMBHAL (BHIM NAGAR)",263,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",969,MIRZAPUR,337,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",970,SONBHADRA,228,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",971,BHADOI,388,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",972,"KANSHIRAM NAGAR",681,0,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",973,"AMETHI - CSM NAGAR",420,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",974,"SHAMLI (PRABUDH NAGAR)",67,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,9,"Uttar Pradesh",975,"HAPUR (PANCHSHEEL NAGAR)",51,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1001,"PASHCHIM CHAMPARAN",423,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1002,"PURBA CHAMPARAN",91,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1003,SHEOHAR,19,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1004,SITAMARHI,575,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1005,MADHUBANI,956,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1006,SUPAUL,174,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1007,ARARIA,185,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1008,KISHANGANJ,169,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1009,PURNIA,2086,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1010,KATIHAR,99,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1011,MADHEPURA,1238,0,0,0,0,0,0,0,0,0,0,0,1270,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1012,SAHARSA,346,0,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1013,DARBHANGA,233,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1014,MUZAFFARPUR,395,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1015,GOPALGANJ,1893,0,0,0,0,0,0,0,0,0,0,0,1876,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1016,SIWAN,207,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1017,SARAN,1259,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1018,VAISHALI,347,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1019,SAMASTIPUR,235,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1020,BEGUSARAI,412,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1021,KHAGARIA,101,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1022,BHAGALPUR,749,0,0,0,0,0,0,0,0,0,0,0,759,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1023,BANKA,818,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1024,MUNGER,128,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1025,LAKHISARAI,169,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1026,SHEIKHPURA,73,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1027,NALANDA,374,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1028,PATNA,377,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1029,BHOJPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1030,BUXAR,416,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1031,"KAIMUR (BHABUA)",317,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1032,ROHTAS,194,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1033,JEHANABAD,157,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1034,"AURANGABAD (BIHAR)",729,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1035,GAYA,63,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1036,NAWADA,708,0,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1037,JAMUI,59,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,10,Bihar,1038,ARWAL,36,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,11,Sikkim,1101,"NORTH SIKKIM",11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,11,Sikkim,1102,"WEST SIKKIM",39,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,11,Sikkim,1103,"SOUTH SIKKIM",43,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,11,Sikkim,1104,"EAST SIKKIM",45,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1201,TAWANG,58,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1202,"WEST KAMENG",73,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1203,"EAST KAMENG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1204,"PAPUM PARE",1769,0,0,0,0,0,0,0,0,0,0,0,1718,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1205,"LOWER SUBANSIRI",867,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1206,"UPPER SUBANSIRI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1207,"WEST SIANG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1208,"EAST SIANG",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1209,"UPPER SIANG",12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1211,LOHIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1212,CHANGLANG,26,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1214,"KURUNG KUMEY",243,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,12,"Arunachal Pradesh",1216,ANJAW,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1301,MON,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1302,TUENSANG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1303,MOKOKCHUNG,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1304,ZUNHEBOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1305,WOKHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1306,DIMAPUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1307,KOHIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1308,PHEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1309,LONGLENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1310,KIPHIRE,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,13,Nagaland,1311,PEREN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1401,SENAPATI,105,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1402,TAMENGLONG,223,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1403,CHURACHANDPUR,26,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1404,BISHNUPUR,76,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1405,THOUBAL,19,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1406,"IMPHAL WEST",289,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1407,"IMPHAL EAST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1408,UKHRUL,39,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,14,Manipur,1409,CHANDEL,32,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1501,MAMIT,43,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1502,KOLASIB,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1503,AIZAWL,281,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1504,CHAMPHAI,53,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1505,SERCHHIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1506,LUNGLEI,78,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1507,LAWNGTLAI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,15,Mizoram,1508,SAIHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1601,"WEST TRIPURA",21,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1602,"SOUTH TRIPURA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1603,DHALAI,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1604,"NORTH TRIPURA",62,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1605,SEPAHIJALA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1606,KHOWAI,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1607,GOMATI,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,16,Tripura,1608,UNAKOTI,7,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,17,Meghalaya,1701,"WEST GARO HILLS",458,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,17,Meghalaya,1702,"EAST GARO HILLS",319,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,17,Meghalaya,1703,"SOUTH GARO HILLS",327,0,0,0,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,17,Meghalaya,1704,"WEST KHASI HILLS",820,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,17,Meghalaya,1705,"RI BHOI",227,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,17,Meghalaya,1706,"EAST KHASI HILLS",242,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,17,Meghalaya,1707,"WEST JAINTIA HILLS",126,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1801,KOKRAJHAR,80,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1802,DHUBRI,352,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1803,GOALPARA,204,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1804,BONGAIGAON,76,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1805,BARPETA,71,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1806,KAMRUP-RURAL,79,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1807,NALBARI,40,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1808,DARRANG,1880,0,0,0,0,0,0,0,0,0,0,0,1887,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1809,MORIGAON,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1810,NAGAON,263,0,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1811,SONITPUR,204,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1812,LAKHIMPUR,151,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1813,DHEMAJI,69,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1814,TINSUKIA,164,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1815,DIBRUGARH,109,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1816,SIBSAGAR,209,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1817,JORHAT,1227,0,0,0,0,0,0,0,0,0,0,0,1266,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1818,GOLAGHAT,32,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1819,"KARBI ANGLONG",263,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1820,"DIMA HASAO",140,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1821,CACHAR,839,0,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1822,KARIMGANJ,306,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1823,HAILAKANDI,526,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1824,BAKSA,161,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1825,CHIRANG,247,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1826,UDALGURI,107,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,18,Assam,1827,KAMRUP-METRO,33,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1901,DARJILING,1831,0,0,0,0,0,0,0,0,0,0,0,1796,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1902,JALPAIGURI,4386,0,0,0,0,0,0,0,0,0,0,0,2767,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1903,"KOCH BIHAR",4580,0,0,0,0,0,0,0,0,0,0,0,3705,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1904,"UTTAR DINAJPUR",2378,0,0,0,0,0,0,0,0,0,0,0,2027,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1905,"DAKSHIN DINAJPUR",906,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1906,MALDAH,8354,0,0,0,0,0,0,0,0,0,0,0,7703,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1907,MURSHIDABAD,1137,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1908,BIRBHUM,1079,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1909,BARDDHAMAN,6283,0,0,0,0,0,0,0,0,0,0,0,6435,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1910,NADIA,2578,0,0,0,0,0,0,0,0,0,0,0,2369,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1911,"NORTH TWENTY FOUR PARGANA",7341,0,0,0,0,0,0,0,0,0,0,0,5837,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1912,HUGLI,5260,0,0,0,0,0,0,0,0,0,0,0,4780,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1913,BANKURA,1530,0,0,0,0,0,0,0,0,0,0,0,1367,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1914,PURULIYA,1068,0,0,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1916,HAORA,3506,0,0,0,0,0,0,0,0,0,0,0,3026,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1917,KOLKATA,1158,0,0,0,0,0,0,0,0,0,0,0,1107,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1918,"SOUTH  TWENTY FOUR PARGAN",5330,0,0,0,0,0,0,0,0,0,0,0,4586,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1919,"PURBA MEDINIPUR",6390,0,0,0,0,0,0,0,0,0,0,0,3714,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1920,"PASCHIM MEDINIPUR",4318,0,0,0,0,0,0,0,0,0,0,0,3559,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,19,"West Bengal",1921,SILIGURI,7178,0,0,0,0,0,0,0,0,0,0,0,6637,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,20,Jharkhand,2001,GARHWA,188,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,20,Jharkhand,2002,PALAMU,689,0,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,20,Jharkhand,2003,CHATRA,191,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,20,Jharkhand,2004,HAZARIBAG,1166,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,20,Jharkhand,2005,KODARMA,422,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0
2012-13,4,20,Jharkhand,2006,GIRIDIH,618,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0
