Academic_Year,State_Code,State_Name,District_Code,District_Name,Block_Code,Udise_Block_Name,School_Category_Id,School_Category_Name,School_Management_Id,School_Management_Name,Location,School_Type_Id,School_Type,Total_Number_of_Schools,Building,Complete_Medical_Checkup,Computer_Available,Functional_Drinking_Water,Drinking_Water,Functional_Electricity,Functional_Boy_Toilet,Functional_Girl_Toilet,Functional_Toilet_Facility,Functional_Toilet_and_Urinal,Functional_Urinal,Functional_Urinal_Boy,Functional_Urinal_Girl,Handwash,Separate_Room_for_Headmaster,Incinerator,Internet,Kitchen_Garden,Land_Available,Librarian,Library_or_Reading_Corner_or_Book_Bank,Medical_Checkup,Newspaper,Playground,Rain_Water_Harvesting,Ramps,Solar_Panel,Furniture,Water_Purifier,Water_Tested
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",3,"Local body",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",4,"Government Aided",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",4,"Government Aided",Urban,2,Girls,2,2,0,2,2,2,2,0,2,2,0,0,0,0,2,2,0,2,2,2,1,2,2,2,2,2,2,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,1,2,0,2,2,2,0,2,2,1,2,2,2,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,58,58,0,12,58,58,58,25,29,30,0,0,0,0,57,1,0,0,56,5,0,58,56,39,53,0,47,0,19,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,3,3,0,0,3,3,3,2,2,2,0,0,0,0,3,0,0,0,3,3,0,3,3,3,3,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,6,6,0,4,6,6,6,6,6,6,0,0,0,0,6,5,0,0,0,2,0,6,4,4,6,0,0,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,1,"PS (I-V)",8,Unrecognized,Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,16,16,0,6,16,16,16,10,12,12,0,0,0,0,15,2,0,0,15,2,0,16,15,12,13,0,11,0,9,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,10,10,0,2,10,10,10,6,7,7,0,0,0,0,9,3,0,0,9,0,0,10,10,10,8,0,4,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,15,15,0,14,15,15,15,14,14,14,0,0,0,0,15,14,0,0,0,9,0,15,11,14,15,0,1,0,14,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,0,2,2,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,7,"SS (VI-X)",1,"Department of Education",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,5,5,0,2,5,5,5,5,5,5,0,0,0,0,5,2,0,3,5,4,0,5,5,4,4,3,5,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,7,7,0,7,7,7,7,7,7,7,0,0,0,0,7,2,0,0,7,1,0,7,7,5,7,0,7,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,11,11,0,11,11,11,11,10,10,10,0,0,0,0,11,5,0,0,11,3,0,11,11,8,10,0,9,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,2,"UPS (I-VIII)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331006,DHARAPURAM,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,11,11,0,10,11,11,11,10,11,11,0,0,0,0,11,11,0,11,0,9,11,11,8,11,11,10,0,0,11,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,11,11,0,11,11,11,11,11,11,11,0,0,0,0,11,11,0,11,0,6,9,11,9,10,11,10,3,0,11,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",1,"Department of Education",Rural,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",4,"Government Aided",Rural,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",1,"Department of Education",Urban,1,Boys,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",3,"Local body",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",4,"Government Aided",Urban,1,Boys,2,2,0,2,2,2,2,2,0,2,0,0,0,0,2,2,0,2,2,2,0,2,2,2,2,2,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",1,"Department of Education",Urban,2,Girls,2,2,0,2,2,2,2,0,2,2,0,0,0,0,2,1,0,2,2,2,0,2,2,2,1,2,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",3,"Local body",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",4,"Government Aided",Urban,2,Girls,2,2,0,2,2,2,2,0,2,2,0,0,0,0,2,2,0,2,2,0,1,2,2,2,2,2,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,1,2,2,1,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,1,2,0,2,1,1,0,2,2,2,0,1,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",3,"Local body",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,33,33,0,12,33,33,33,19,20,21,0,0,0,0,25,6,0,0,33,11,0,33,31,2,21,0,20,0,11,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,4,4,0,1,4,4,4,2,2,2,0,0,0,0,4,1,0,0,4,1,0,4,3,1,4,0,2,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,1,2,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,1,"PS (I-V)",2,"Tribal Welfare Department",Urban,3,Co-Ed,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,20,20,0,12,20,20,20,16,17,17,0,0,0,0,16,8,0,0,20,6,0,20,20,6,16,0,16,0,13,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,14,14,0,3,14,14,12,12,13,13,0,0,0,0,10,9,0,0,14,4,0,14,14,4,13,0,6,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,43,43,0,35,43,43,41,43,43,43,0,0,0,0,31,37,0,0,0,5,4,42,17,31,39,0,3,0,41,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,6,"SS (I-X)",2,"Tribal Welfare Department",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,7,7,0,7,7,7,7,7,7,7,0,0,0,0,7,7,0,7,0,6,7,7,3,6,7,5,2,0,7,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,6,"SS (I-X)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,7,7,0,7,7,7,7,6,7,7,0,0,0,0,7,7,0,6,0,4,2,7,5,7,7,6,2,0,7,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",1,"Department of Education",Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",4,"Government Aided",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",1,"Department of Education",Urban,3,Co-Ed,5,5,0,0,5,5,5,4,4,4,0,0,0,0,1,1,0,1,3,3,0,3,4,5,3,0,4,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",3,"Local body",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",4,"Government Aided",Urban,3,Co-Ed,3,3,0,2,3,3,3,3,3,3,0,0,0,0,3,3,0,1,3,0,1,3,3,2,3,2,2,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,2,0,2,0,2,1,2,1,2,2,2,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,8,8,0,8,8,8,8,7,8,8,0,0,0,0,6,5,0,0,8,3,0,8,8,2,7,0,6,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,6,6,0,6,6,6,6,6,6,6,0,0,0,0,6,5,0,0,0,5,0,6,5,6,6,0,1,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,18,18,0,16,18,18,18,12,14,14,0,0,0,0,14,13,0,0,18,10,0,18,18,6,11,0,12,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,2,"UPS (I-VIII)",4,"Government Aided",Urban,3,Co-Ed,4,4,0,0,4,4,4,3,4,4,0,0,0,0,3,3,0,0,4,2,0,4,3,1,3,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331007,ERODE,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,5,5,0,5,5,5,5,5,5,5,0,0,0,0,5,5,0,4,0,5,5,5,5,5,5,3,1,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",3,"Local body",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",4,"Government Aided",Urban,1,Boys,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",3,"Local body",Rural,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",4,"Government Aided",Urban,2,Girls,2,2,0,2,2,2,2,0,2,2,0,0,0,0,2,2,0,2,2,0,1,2,2,2,2,2,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,4,4,0,4,4,4,4,3,4,4,0,0,0,0,2,2,0,4,4,3,0,3,4,4,4,1,2,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,0,2,3,3,2,3,3,3,1,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",3,"Local body",Urban,3,Co-Ed,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",4,"Government Aided",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,5,"HSS (VI-XII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,43,43,0,17,43,43,42,19,26,26,0,0,0,0,42,2,0,0,41,12,0,43,41,34,34,0,27,0,20,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,2,2,0,0,2,2,2,1,1,1,0,0,0,0,2,1,0,0,2,1,0,2,2,1,2,0,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,2,3,3,3,3,3,3,0,0,0,0,2,3,0,0,0,1,0,2,1,1,3,0,0,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,1,"PS (I-V)",3,"Local body",Urban,3,Co-Ed,15,15,0,3,15,15,15,11,11,11,0,0,0,0,14,5,0,0,15,3,0,15,14,14,13,0,11,0,11,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,1,"PS (I-V)",4,"Government Aided",Urban,3,Co-Ed,7,7,0,2,7,7,7,7,7,7,0,0,0,0,7,5,0,0,7,2,0,7,6,6,7,0,4,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,1,"PS (I-V)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,6,6,0,5,6,6,6,6,6,6,0,0,0,0,6,6,0,0,0,4,0,5,5,5,6,0,0,0,6,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,1,"PS (I-V)",8,Unrecognized,Urban,3,Co-Ed,2,2,0,0,2,2,2,1,1,1,0,0,0,0,2,1,0,0,1,1,0,2,1,1,2,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,0,3,3,3,2,3,3,3,1,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,6,"SS (I-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,7,"SS (VI-X)",1,"Department of Education",Rural,3,Co-Ed,5,5,0,2,5,5,5,4,5,5,0,0,0,0,5,4,0,3,3,3,1,3,5,4,4,3,3,0,4,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,7,"SS (VI-X)",4,"Government Aided",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,7,"SS (VI-X)",3,"Local body",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,7,"SS (VI-X)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,3,3,0,3,3,3,3,3,3,3,0,0,0,0,3,3,0,2,0,2,2,3,2,3,3,3,1,0,3,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,2,"UPS (I-VIII)",3,"Local body",Rural,3,Co-Ed,15,15,0,8,15,15,15,14,15,15,0,0,0,0,14,8,0,0,15,4,0,15,15,13,10,0,12,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,2,"UPS (I-VIII)",4,"Government Aided",Rural,3,Co-Ed,2,2,0,1,2,2,2,1,2,2,0,0,0,0,2,2,0,0,2,1,0,2,2,1,1,0,2,0,0,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,2,"UPS (I-VIII)",3,"Local body",Urban,3,Co-Ed,5,5,0,4,5,5,5,4,5,5,0,0,0,0,5,3,0,0,5,1,0,5,5,3,5,0,5,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331008,GOBI,2,"UPS (I-VIII)",5,"Private Unaided (Recognized)",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,3,"HSS (I-XII)",5,"Private Unaided (Recognized)",Rural,3,Co-Ed,5,5,0,5,5,5,5,5,5,5,0,0,0,0,4,4,0,5,0,5,2,5,3,5,5,4,0,0,5,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,5,"HSS (VI-XII)",4,"Government Aided",Urban,2,Girls,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,5,"HSS (VI-XII)",1,"Department of Education",Rural,3,Co-Ed,2,2,0,2,2,2,2,1,1,1,0,0,0,0,0,2,0,2,1,2,0,2,2,2,2,2,1,0,2,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,5,"HSS (VI-XII)",1,"Department of Education",Urban,3,Co-Ed,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,1,"PS (I-V)",3,"Local body",Rural,3,Co-Ed,39,39,0,8,39,39,39,13,24,25,0,0,0,0,34,3,0,0,38,13,0,39,38,15,35,0,35,0,20,0,0
2012-13,33,Tamilnadu,3310,ERODE,331009,KANGEYAM,1,"PS (I-V)",4,"Government Aided",Rural,3,Co-Ed,3,3,0,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,3,2,0,3,3,2,3,0,0,0,2,0,0
